Gene_Id	CP08174_T1R_T-ENSEMBL	CP09800_T1R_T-ENSEMBL	CP07805_T1R_T-ENSEMBL	CP07552_T1R_T-ENSEMBL	CP06649_T1R_T-ENSEMBL	CP10449_T1R_T-ENSEMBL	CP07152_T1R_T-ENSEMBL
CD164L2	3.2	0.76	0.07	0	0.18	0.42	0.03
CD177	4.54	3.07	0.14	0.1	3.05	0.41	1.24
CD180	1.93	1.22	0.96	1.39	1.14	2.13	1.05
CD19	4.51	1.51	0.49	2.9	0.86	1.07	1.51
CD1A	2.58	0.95	1.64	0.08	0.51	2.19	0.2
CD1B	2.83	0.58	0.28	0.04	0.37	1.25	0.21
CD1C	2.4	1.27	2.26	0.96	0.83	1.96	1.21
CD1D	3.62	1.8	0.77	0.86	0.58	1.59	0.94
CD1E	3.23	0.74	1.08	0.19	0.84	1.53	0.8
CD2	3.3	1.62	2.72	3.93	2.32	2.9	3.49
CD200	5.21	3.03	0.9	2.32	1.77	1.66	2.1
CD200R1	2.21	0.54	1.49	1.58	1.68	1.14	1.36
CD200R1L	2.84	1.2	0	0	1.13	0.26	0
CD207	1.1	1.86	0.5	0.04	0.88	1.71	0.06
CD209	2.84	1.84	1.6	2.17	1.3	2.54	3.59
CD22	5.15	3.08	1.75	3.51	1.41	1.68	1.2
CD226	2.59	2.81	2.07	2.51	1.45	2.04	2.42
CD244	3.24	1.36	1.29	1.43	0.94	0.96	1.18
CD247	3.01	1.77	1.72	2.55	1.49	0.9	2.16
CD248	3.98	3.08	2.46	3.82	1.86	3.19	2.6
CD27	3.08	1.84	1.13	1.58	0.19	2.99	1.91
CD274	3.22	3.71	2.39	3.2	2.41	3.73	2.6
CD276	5.81	4.53	3.35	3.8	3.7	6.51	3.83
CD28	1.77	1.91	1.97	2.36	1.37	1.48	1.96
CD2AP	5.44	4.67	4.94	6.93	7.77	5.65	5.67
CD2BP2	4.66	5.39	4.9	5.72	5.8	4.75	4.53
CD300A	3.05	2.94	2.06	2.41	1.07	3.73	2.3
CD300C	1.65	0.74	0.57	0.45	0.32	1.79	0.81
CD300E	2.86	1.31	0.69	0.07	0.43	1.56	0.61
CD300LB	1.19	0.55	0.3	1.03	0.33	0.81	0.3
CD300LD	0.89	0.49	0	0.04	0.19	0.21	0.04
CD300LF	2.5	1.71	1.88	3.02	1.75	2.41	2.56
CD300LG	3.09	1.2	0	0.06	0.24	0.55	0.08
CD302	1.7	1.64	2.7	1.7	1.84	1.42	1.74
CD320	6.83	5.46	1.99	2.85	2.25	3.86	3.49
CD33	3.26	1.16	1.22	0.93	0.77	2.44	1.65
CD34	4.46	3.15	2.39	3.21	2.78	2.35	2.34
CD36	5.85	3.18	4.92	4.79	3.82	2.57	3.22
CD37	4.85	2.54	3.17	4.46	2.93	4.45	3.95
CD38	3.77	2.2	2.25	3.21	1.36	3.17	3.96
CD3D	3.73	2.8	4.44	5.81	3.11	2.79	5.26
CD3E	2.13	1.21	3.35	4.62	2.64	1.96	4.17
CD3G	2.19	0.95	2.84	4.1	2.27	0.91	3.27
CD4	3.68	2.33	2.56	2.38	2.05	4.68	3.23
CD40	3.67	2.13	2.7	2.76	1.68	3.59	3.21
CD40LG	2.54	0.37	0.18	1.32	0.36	0.29	0.87
CD44	5.84	5.69	9.55	7.18	6.18	10.02	8.26
CD46	6.93	7.79	8.07	9.24	8.57	7.51	7.84
CD47	5.13	7.08	5.78	7.92	8.14	7.51	6.2
CD48	3.48	1.44	2.57	4.29	2.32	2.52	3.39
CD5	1.9	1.53	1.42	2.69	0.88	1.92	1.57
CD52	1.94	1.82	2.55	5.49	3.67	2.99	4.09
CD53	3.58	3.04	4.78	5.03	3.84	4.21	5.09
CD55	5.55	5.37	6.26	6.85	7.42	6.01	7.38
CD58	4.52	3.51	5.23	4.17	4.18	6.96	3.62
CD59	5.92	6.47	9.27	7.6	7.24	8.23	6.92
CD5L	3.18	1.4	1.82	0.08	0.28	0.63	0.93
CD6	3.71	2.54	1.1	2.18	0.95	2.3	1.3
CD63	10.05	8.87	9.15	9.54	10.57	9.7	8.63
CD68	6.03	7.58	8.04	8.32	7.64	7.76	7.55
CD69	3.65	0.64	1.47	1.81	0.65	1.34	1.45
CD7	2.98	2.18	0.86	0.67	0.99	1.9	0.87
CD70	3.79	1.34	1.5	0.18	0.18	4.6	0.31
CD72	4.13	2.6	1.75	2.37	0.66	2.99	1.54
CD74	6.8	7.92	7.45	7.86	9.62	10.45	8.52
CD79A	4.43	2.14	0.7	2.86	1.1	1.04	3.18
CD79B	4.62	2.52	1.29	3.05	1.37	1.61	1.93
CD80	2.82	1.66	1.58	1.78	0.97	2.61	1.77
CD81	7.21	7.86	7.82	7.23	7.22	7.6	7.78
CD82	4.5	5.63	5.67	3.42	3.84	5.8	4.14
CD83	4.8	2.75	1.37	2.89	2.01	1.84	1.53
CD84	3.98	3.23	3.7	4.07	3.31	4.41	3.4
CD86	2.07	2.38	2.67	3.13	2.47	3.29	3.67
CD8A	3.53	2.4	1.3	3.25	2.07	1.86	2.91
CD8B	2.14	1.38	0.58	0.89	0.46	0.56	1.24
CD8B2	0.89	0.12	0	0	0.06	0.54	0.32
CD9	4.81	6.25	7.17	5.67	6.21	8.26	5.92
CD93	2.96	1.73	1.7	1.33	1.01	2.05	2.22
CD96	3.14	1.15	2.2	3.36	2.04	1.4	2.91
CD99	6.28	5.46	7.55	7.05	8.19	6.16	7.65
CD99L2	4.43	4.81	3.23	5.81	5.33	2.88	3.44
CDA	2.89	0.18	5.51	0.49	0.74	6.57	4.3
CDADC1	4.05	4.04	1.54	2.91	3.29	3.46	1.83
CDAN1	5.38	4.69	1.96	2.85	4.38	3.12	2.34
CDC123	6.49	6.38	4.73	5.68	5.22	7.3	4.61
CDC14A	4.1	3.38	2.84	3.51	2.37	3.05	2.24
CDC14B	4.99	3.69	3.01	2.22	3.59	4.17	3.04
CDC14C	3.5	1.34	0.58	0.42	0.99	1.3	0.39
CDC16	4.75	6.58	3.9	5.38	6	6.09	4.47
CDC20	6.61	4.87	3.95	3.45	3.66	6.17	2.91
CDC20B	2.88	4.13	0.23	0.11	4.97	0.14	0.01
CDC23	5.88	5.57	3.5	4.45	4.71	4.5	3.34
CDC25A	4.12	3.45	1.86	1.96	2.9	1.28	2.06
CDC25B	5.56	6.62	2.76	4.08	3.32	6.01	3.28
CDC25C	4.05	3.32	1.72	2.46	2.8	2.37	1.72
CDC26	4.72	4.08	3.4	4.5	5.05	3.74	3.32
CDC27	5.91	6.42	5.36	6.54	5.76	6.71	4.52
CDC34	5.88	6.23	3.59	3.62	3.47	5.23	3.16
CDC37	7.6	7.22	5.91	5.79	6.42	6.97	5.83
CDC37L1	4.17	4.58	2.45	3.78	4.77	3.97	2.59
CDC40	4.74	3.43	3.41	5.55	6.18	3.77	4.03
CDC42	6.79	6.35	6.67	6.14	7.9	7.21	5.93
CDC42BPA	5.5	5.9	5.58	5.72	5.82	5.16	4.04
CDC42BPB	7.28	5.91	4.57	4.58	5.28	5.75	4.13
CDC42BPG	5.4	5.13	2.3	1.21	1.55	3.64	1.14
CDC42EP1	4.37	1.79	2.07	0.86	1.12	5	1.59
CDC42EP2	2.67	0	0.93	0	0	2.23	0.18
CDC42EP3	2.26	4.33	3.23	3.4	2.46	3.79	1.85
CDC42EP4	3.11	2.69	1.72	0.49	1.24	4.99	0.89
CDC42EP5	3.23	0.39	0.18	0	0	2.39	0.3
CDC42SE1	5	4.33	4.84	3.91	4.17	6.15	4.17
CDC42SE2	2.68	2.54	2.2	2.79	3.01	2.26	2.22
CDC45	5.37	6.05	4.02	5.3	5.47	4.08	4.02
CDC5L	4.63	4.24	2.47	4.48	5.3	3.82	3.87
CDC6	5.89	5.89	3.52	5.85	5.96	4.22	4.37
CDC7	4.08	4.58	2.09	4.93	4.13	3.2	1.57
CDC73	5.86	5.84	5.95	7.33	7.46	5.61	5.69
CDCA2	3.74	4.89	2.59	3.68	4.85	3.58	3.09
CDCA3	6.82	5.38	3.47	2.9	2.43	4.49	2.78
CDCA4	4.7	4.13	1.13	0.89	1.25	3.24	0.88
CDCA5	5.37	4.43	2.05	3.4	2.47	3.77	2.38
CDCA7	3.63	4.7	2.31	3.89	3.52	3.8	3.88
CDCA7L	5.56	6.31	2.92	5.09	3.39	4.19	2.69
CDCA8	4.17	3.63	2.56	3.66	4.87	3.85	2.34
CDCP1	3.26	4.72	5.08	2.06	4.74	6.93	3.5
CDCP2	2.2	0.29	0.07	0	0.03	0.4	0
CDH1	3.81	7.09	7.82	7.4	8.89	7.59	6.63
CDH10	4.67	4	0.11	0.03	1.45	0.21	0.14
CDH11	5.54	3.99	3.54	4.7	1.93	4.35	4.17
CDH12	4.23	4.1	0.14	0.07	0.59	0.19	0.01
CDH13	4.46	2.92	1.89	2.63	2.05	2.76	2.46
CDH15	3.61	0.88	0.15	0.06	0.16	1.43	0.07
CDH16	2.3	0.69	0.16	0.06	0.06	0.39	0.06
CDH17	2.4	1.11	3.88	0.38	0.71	3.04	2.93
CDH18	4.58	2.08	0.34	0.16	2	0.56	0.07
CDH19	1.91	1.16	1.29	0.08	0.1	0.31	0.76
CDH2	4.83	6.96	3.59	3.6	1.24	3.66	3.26
CDH20	2.37	2.16	0.31	0.07	0.2	0.58	0.01
CDH22	2.95	1.76	0.06	0.01	0.1	0.5	0
CDH23	4.26	3.78	1.51	0.79	2.53	1.97	1.48
CDH24	3.6	5.46	0.77	1.44	1.77	1.91	0.86
CDH26	2.83	3.25	1.31	2.62	4.51	0.53	0.55
CDH3	3.91	2.24	6.46	2.35	6.93	7.74	3.66
CDH4	2.26	1.21	0.08	0.01	0.36	0.29	0.06
CDH5	4.45	2.81	3.51	3.88	2.35	2.81	3.13
CDH6	4.08	4.29	1.22	2.98	1.66	2.28	1.77
CDH7	2.11	5.3	0.06	1.15	0.23	0.06	0.03
CDH8	3.76	3.07	0.41	2.07	1.63	0.46	0.04
CDH9	3.83	1.4	0.06	0.01	0.99	0.38	0.07
CDHR1	4.59	5.96	0.74	1.13	0.57	0.25	1.58
CDHR2	3.35	2.63	3.46	0.46	0.71	7.52	2.91
CDHR3	5.22	4.65	0.61	1.1	5.47	3.2	1.67
CDHR4	3.18	3.75	0.11	0.19	2.72	2.05	0.01
CDHR5	5.82	1.38	2	0.19	0.43	4.55	1.3
CDIN1	4.36	6.46	3.42	3.14	2.22	3.34	2.17
CDIP1	5.66	3.23	1.21	0.6	0.86	2.88	0.76
CDIPT	5.36	4.56	3.74	3.54	3.01	4.59	2.75
CDK1	5.26	5.4	4.36	4.75	5.8	4.44	4.66
CDK10	6.69	7.05	5.13	4.03	3.05	7.03	3.65
CDK11A	6.29	5.49	4.52	5.6	5.79	4.92	5.05
CDK11B	4.86	4.88	3.93	3.81	3.94	4.14	3.99
CDK12	5.93	6.14	3.76	4.98	5.59	5.5	4.23
CDK13	6.78	6.96	5.11	6.09	6.28	6.1	5.02
CDK14	5.25	8.13	4.87	5.12	3.41	5.95	3.56
CDK15	2.12	0.28	0.37	0.49	0.26	1.55	0.07
CDK16	7.11	6.65	5.57	5.43	6.52	6.89	4.74
CDK17	5.09	5.35	4.56	5.17	6.2	5.64	3.96
CDK18	5.69	5.62	2.94	3.38	3.09	5.46	2.23
CDK19	4.35	4.46	2.8	4.77	6.85	4.2	3.59
CDK2	6.26	7.24	3.84	4.86	4.49	5.73	3.79
CDK20	4.97	3.85	0.76	0.86	2.72	3.69	0.62
CDK2AP1	4.01	5.33	4.02	4.9	3.71	6.84	3.29
CDK2AP2	5.22	5.83	3.22	2.85	3.24	4.82	3.47
CDK3	3.08	3.48	1.39	1.52	1.33	3.01	1.35
CDK4	7.18	7.72	6.31	6.92	7.49	7.2	7.01
CDK5	4.97	4.33	2.62	2.46	3.28	3.47	2.21
CDK5R1	3.88	4.02	2.7	2.6	1.49	3.35	0.54
CDK5R2	2.66	4.14	0.06	0.99	0.26	0.57	0.06
CDK5RAP1	4.93	5.4	3.87	4.36	4.3	4.45	3.72
CDK5RAP2	7.94	8.27	5.86	7.45	7.51	6.84	4.89
CDK5RAP3	7.97	9.28	6.18	7.38	7.67	8.16	6.53
CDK6	4.43	2.3	3.14	1.61	0.56	5.23	3.25
CDK7	3.99	4.34	4.27	5.09	6.24	4.3	4.23
CDK8	4.82	4.57	3.17	4.56	4.73	2.71	3.79
CDK9	6.99	5.61	3.81	4.3	5.37	6.59	4.01
CDKAL1	4.04	5.1	2.35	4.83	3.66	3.41	2.01
CDKL1	3.96	3.68	2.11	2.32	3.03	2.84	1.89
CDKL2	3.27	1.36	0.6	1.14	1.59	1.91	0.18
CDKL3	3.26	3.08	1.52	1.88	2.15	0.77	0.86
CDKL4	2.71	1.29	0.2	1.12	0.66	0.61	0.29
CDKL5	4.24	1.67	2.89	3.24	5.13	1.93	3.26
CDKN1A	5.43	6.79	2.8	2.38	4.35	5.45	3.1
CDKN1B	5.92	6.69	4.03	4.91	4.21	5.63	4.37
CDKN1C	3.03	0.56	0.26	0.93	0.3	1.49	0.12
CDKN2A	6.26	6.93	0.31	5.58	5.64	0.36	2.33
CDKN2AIP	3.3	4.02	2.03	2.58	2.1	2.86	1.74
CDKN2AIPNL	3.63	3.95	1.76	1.91	1.94	2.49	0.94
CDKN2B	3.92	4.47	0.16	0.68	1.31	1.23	0.72
CDKN2C	5.33	6.95	2.92	6.41	7.4	1.57	3.01
CDKN2D	5.01	4.52	1.5	1.73	1.7	3.81	1.08
CDKN3	5.86	5.72	4.33	5.21	6.23	4.79	4.52
CDNF	3.35	0.82	1.02	0.78	0.63	1.43	0.62
CDO1	2.7	1.51	4.12	0.23	0.25	2.27	2.36
CDON	4.08	3.77	3.03	4.3	4.03	2.85	2.45
CDPF1	3.28	1.18	0.81	0.74	1.21	1.64	0.77
CDR1	2.21	2.86	4.59	5.87	2.03	7.39	5.18
CDR2	3.65	4.48	3.3	4.09	4.77	3.87	3.71
CDR2L	2.58	1.46	0.55	0.34	0.71	2.51	0.53
CDRT1	5.47	3.75	2.28	1.38	1.87	3.58	1.03
CDRT15	3.23	0.99	0.18	0.18	0.19	1.74	0.1
CDRT15L2	3.23	1.01	0	0	0.5	0.69	0
CDRT4	5.02	5.01	2.23	3.09	2.26	3.49	2.5
CDS1	3.43	1.21	1.91	0.89	3.27	3.35	1.23
CDS2	4.07	5.98	4.56	4.62	4.43	5.54	4.27
CDSN	2.97	1.29	0.9	0.01	2.13	1.67	1.9
CDT1	5.36	5.11	1.2	1.01	1.46	3.93	1.08
CDV3	5.28	5.94	5.05	5.96	6.19	6.36	5.03
CDX1	2.1	0.5	0.07	0.03	0.11	0.77	0.16
CDX2	1.65	2.34	0.3	0.26	0.36	0.75	0.77
CDX4	2.83	0.15	0	0	0.2	0	0
CDY1	0	0.1	0.1	0	0.93	0	0.06
CDY1B	0	0.1	0.1	0	0	0	0
CDY2A	0	0	0.04	0	1.82	0	0.26
CDY2B	0	0	0.04	0	1.21	0	0.01
CDYL	5.48	4.78	4.41	6.16	6.38	4.46	5.16
CDYL2	5.01	1.99	2.19	2.68	2.94	4.6	2.18
CEACAM1	6.26	4.17	7.41	2.48	3.7	5.56	5.7
CEACAM16	4.19	1.09	0.15	0.04	0.24	2.29	0.12
CEACAM18	2.64	0.66	0.1	0	0.15	0	0.01
CEACAM19	3.54	1.38	1.01	1.46	1.63	2.93	0.7
CEACAM20	2.88	0.65	0.03	0.28	2.61	1.29	0.26
CEACAM21	3.11	1.01	1.17	1.45	0.36	1.18	0.93
CEACAM3	2.89	1.26	1.17	0.52	0.65	0.33	3.86
CEACAM4	2.31	0.58	0.86	0.51	0.29	0.52	0.97
CEACAM5	4.09	6.55	8.47	9.47	3.92	0.99	8.79
CEACAM6	2.48	3.1	6.27	1.79	1.21	2.39	8.74
CEACAM7	2.33	1.01	2.58	0.12	0.28	0	0.95
CEACAM8	3.72	0.66	0.14	0.01	0.16	0	0.01
CEBPA	2.2	0.57	0.23	0.04	0.31	0.92	0.23
CEBPB	4.46	4.12	3.21	1.14	1.36	7.13	2.23
CEBPD	4.38	2.58	0.77	0.53	1.29	5.68	0.63
CEBPE	3.64	1.66	0.21	0.06	0.37	1.04	0.24
CEBPG	3.76	4.46	1.47	2.12	1.72	3.6	1.19
CEBPZ	5.05	5.16	4.13	5.54	5.55	4.9	4.29
CEBPZOS	2.31	2.29	2.64	2.59	2.37	3.61	1.8
CECR2	2.92	1.08	1.91	2.4	0.41	1.09	0.83
CEL	5.24	8.75	2.17	4.02	2.06	1.52	2.01
CELA1	2.06	0.57	0.06	0	0.03	0.42	0
CELA2A	3.61	1.17	0.32	0.08	0.93	0.32	0.58
CELA2B	3.91	1.48	0.12	0.32	0.33	0.44	0.03
CELA3A	2.65	0.26	0.06	0	0.12	0	0.76
CELA3B	1.68	1.07	0.26	0	0	0	0.23
CELF1	6.26	7.22	4.88	5.47	4.43	6.74	4.1
CELF2	2.98	2.77	2.42	3.9	1.72	3.21	3.61
CELF3	3.94	5.5	0.06	1.77	0.29	0.93	0
CELF4	4.33	5.46	0.21	1.24	0.73	0.73	0
CELF5	3.51	1.18	0.54	0.11	0.25	0.48	0
CELF6	2.05	1.42	0.23	0.4	0.11	0.2	0.28
CELSR1	4.88	3.39	4.89	0.69	2.49	6.62	2.85
CELSR2	4.43	4.63	2.42	1.57	1.97	3.57	1.37
CELSR3	3.74	4.93	2.11	2.69	2.64	1.23	1.13
CEMIP	4.21	5.6	3.56	3.57	1.14	2.81	5.23
CEMIP2	5.5	5.52	5.6	5.6	5.81	6.19	5.9
CEMP1	3.53	2.24	0.99	0	1.38	2.98	1.26
CENATAC	5.82	6.49	3.68	4.58	4.12	4.74	3.67
CEND1	2.6	3.38	0.12	0.32	0.03	0.4	0.18
CENPA	3.78	3.31	2.05	3.2	2.4	3.67	2.04
CENPB	5.47	1.46	2.31	2.57	1.88	5.72	1.61
CENPBD1	1.65	1.13	0.45	0.63	0.49	1.16	0.49
CENPC	5.62	5.92	3.87	6.1	6.42	5.84	3.81
CENPE	4.99	4.41	3.15	5.2	4.73	3.33	2.68
CENPF	7.52	7.86	4.58	7	7.16	6.43	4.23
CENPH	3.66	4.64	2.5	3.71	4.29	2.27	1.93
CENPI	3.38	3.19	1.69	3.07	4.03	2.75	1.73
CENPJ	4.29	6.09	3.72	5.26	5.57	4.28	3.49
CENPK	4.85	6.46	3.32	5.43	4.46	4.31	2.3
CENPL	4.48	3.05	1.04	1.65	2.64	2.69	0.79
CENPM	5.24	5.45	1.82	2.7	3.19	3.67	1.37
CENPN	4.91	3.76	3.35	3.87	3.64	5.34	3.34
CENPO	4.59	3.89	2.2	3.69	3.04	4.26	2.58
CENPP	5.37	5.2	2.02	4.6	4.68	2.82	1.88
CENPQ	2.51	2.88	1.37	3.2	3.14	2.19	2.15
CENPS	2.51	3.08	1.69	2.37	3.87	1	2.11
CENPS-CORT	4.05	3.54	2.67	3.32	4.31	2.53	2.38
CENPT	6.3	5.91	3.73	3.54	4.45	5.28	3.22
CENPU	4.27	5.99	2.9	5.7	5.81	4.38	1.88
CENPV	4.19	5.32	2.2	3.15	1.16	3.2	2.72
CENPVL1	0.18	0	0	0	0	0	0
CENPVL2	0.18	0	0	0	0	0	0
CENPVL3	0.2	0	0	0	0	0	0
CENPW	4.78	5.1	1.94	4.98	6.31	3.29	4.28
CENPX	4.33	3.98	0.88	0.96	2.2	3.17	0.98
CEP104	6.3	5.27	3.68	4.16	4.47	5.17	3.67
CEP112	4.39	6.62	2.88	5.25	3.14	4.6	2.2
CEP120	4.5	5.23	2.55	3.55	4.02	3.47	2.51
CEP126	4.11	5	1.86	3.53	3.62	2.7	1.41
CEP128	5.22	5.31	2.53	4.35	4.57	2.75	3.22
CEP131	4.62	5.27	1.28	2.24	3.3	4.12	1.11
CEP135	4.09	3.23	2.02	3.71	4.17	2.75	2.05
CEP152	4.56	6.37	3.04	6.69	6.51	3.42	3.5
CEP162	3.88	4.21	1.94	4.12	5.12	2.71	2.16
CEP164	5.92	4.23	3.73	4.55	4.15	4.2	3.84
CEP170	6.23	6.56	5.42	7	6.14	6.83	5.57
CEP170B	5.12	4.56	2.42	1.23	2.92	5.07	2.23
CEP19	1.93	2.11	0.58	0.93	1.77	1.37	0.45
CEP192	4.7	6.67	3.82	5.33	4.93	5.15	3.9
CEP20	4.51	5.17	4.01	5.61	5.44	6.03	3.5
CEP250	4.97	6.91	4.36	5.58	5.7	5.17	4.04
CEP290	5.09	5.89	4.39	6.57	5.02	5.19	3.29
CEP295	5.03	5.33	3.55	5.66	4.96	4.02	3.33
CEP295NL	2.78	2.89	1.23	1.37	1.61	2.9	1.07
CEP350	5.68	5.93	4.5	5.64	6.74	5.29	4.06
CEP41	5.38	6.46	3.03	5.76	4.59	3.56	2.12
CEP43	4.79	5.59	3.04	4.33	5.86	4.13	3.09
CEP44	2.96	3.84	2.99	3.98	3.55	3.99	1.91
CEP55	4.73	3.9	3.69	4.15	3.66	4.1	2.84
CEP57	5.07	6.04	4.97	6.47	6.42	4.67	5.14
CEP57L1	4.78	4.85	2.54	4.72	5.31	4.21	3.56
CEP63	4.12	4.72	4.28	6.09	6.01	4.8	4.33
CEP68	4.08	3	1.59	2.12	1.97	3.21	1.91
CEP70	3.81	4.36	3.43	4.32	6.01	4.44	3.07
CEP72	4.86	6.78	1.94	2.45	2.67	3.45	3
CEP76	4.65	5.34	2.04	3.11	3.11	3.2	2.36
CEP78	5.32	4.96	2.2	5.04	5.13	3.13	2.57
CEP83	4.74	4.68	2.97	4.68	5.75	4.28	3.32
CEP85	4.96	4.47	2.3	2.16	4.05	3.65	2.3
CEP85L	5.33	4.72	2.4	3	2.84	2.87	2.93
CEP89	5.45	5.56	2.55	3.95	3.8	4.72	2.66
CEP95	5.47	6.18	4.4	5.64	4.48	5.56	3.28
CEP97	4.47	4.87	2.41	4.53	4.66	3.48	2.16
CEPT1	5.43	4.7	4.83	5.04	4.64	5.62	4.16
CER1	2.7	3.18	0	2.22	0.89	0.23	0.06
CERCAM	5.38	3.39	3.6	2.77	1.28	6.07	3.16
CERK	4.21	5.87	3.44	3.81	3.58	5.21	3.07
CERKL	2.94	4.64	0.38	0.79	2.53	2.02	0.58
CERS1	4.36	2	0.25	0.1	1.29	1.18	0.01
CERS2	6.85	6.73	6.48	4.83	5.9	7.8	5.36
CERS3	2.54	0.4	0.5	0	0.38	0.4	0.01
CERS4	3.56	4.94	2.32	3.49	4.92	1.24	1.3
CERS5	6.22	5.84	3.06	3.54	3.48	6.34	2.45
CERS6	3.27	2.82	2.68	2.24	2.89	3.27	1.81
CERT1	5.62	5.97	4.13	4.78	5.73	5.14	3.97
CES1	4.92	2.85	9.06	2.81	1.89	5.65	7.54
CES2	5.77	5	3.95	1.75	3.14	5.7	3.46
CES3	4.5	0.86	1.11	0.88	1.06	1.24	1.37
CES4A	3.83	3.26	1.41	1.06	0.9	1.58	0.61
CES5A	3.01	1.38	0.4	0.04	0.67	0.39	0.44
CETN1	2.37	1.27	0	0	0.39	0.3	0
CETN2	3.52	2.79	2.66	3.48	5.2	4.6	2.59
CETN3	3.9	5.06	4.18	6.28	6.52	4.02	4.6
CETP	1.91	2.06	2.86	2.03	0.88	1.04	1.94
CFAP100	4.07	2.15	0.31	0.19	0.84	1.4	0.32
CFAP126	4.09	4.2	2.07	1.79	5.19	3.55	1.41
CFAP157	5.33	6.04	0.96	1.01	3.2	3.59	0.64
CFAP161	1.65	1.21	0.55	0.58	0.21	0.7	0.29
CFAP20	5.07	5.85	4.4	4.15	5.14	5.98	3.77
CFAP206	2.25	1.13	0.12	0.25	2.97	0.77	0
CFAP20DC	3.36	5.02	2.14	2.86	3.16	3.08	1.46
CFAP221	3.87	3.71	1.16	0.01	1.77	1.83	0.81
CFAP251	3.39	4.96	1.52	1.71	3.68	3.01	1.55
CFAP298	4	5.79	3.63	3.97	5.45	4.66	2.5
CFAP298-TCP10L	1.43	3.95	2.28	3.33	5.32	3.19	2.31
CFAP299	3.05	3.77	0.23	0.38	4.05	0.68	0
CFAP300	2.43	3.15	2.25	1.37	3.94	1.82	1.67
CFAP36	4.76	5.45	3.62	5.6	7.12	5.18	4.37
CFAP410	4.31	4.07	0.21	0.25	1.67	2.48	0.74
CFAP43	4.06	3.79	0.73	1.01	4.91	3.12	0.9
CFAP44	3.97	4.92	3.23	3.99	4.79	2.38	1.95
CFAP45	4.52	4.61	1.79	1.54	5.13	3.78	0.67
CFAP46	5.37	4.2	0.93	0.03	1.24	1.85	0.04
CFAP47	2.81	3.34	0.3	0.51	5.6	0.72	0.07
CFAP52	2.62	2.82	0.11	0.04	2.82	1.53	0.03
CFAP53	3.48	3.79	0.57	1.04	3.85	1.44	0.23
CFAP54	3.98	5.78	1.06	1.68	3.7	2.81	0.53
CFAP57	3.89	2.74	2.36	1.2	3.9	1.28	1.45
CFAP58	2.86	1.12	0.12	0.19	0.77	0.57	0.07
CFAP61	3.55	5.62	0.9	2.36	3.18	1.12	0.31
CFAP65	3.49	2.04	0.21	0.58	1.76	0.81	0.14
CFAP69	4.26	4.92	1.94	1.59	4.36	3.72	2.28
CFAP70	3.36	3.87	0.96	1.4	3.01	2.2	1.24
CFAP73	4.07	2.51	0.43	0	0.53	2.49	0.01
CFAP74	4.27	4.59	0.26	0.21	0.39	0.62	0.16
CFAP77	3.4	1.94	0.06	0	1.38	0.96	0.06
CFAP91	2.87	5.2	2.01	3.87	5.07	2.67	0.64
CFAP92	3.21	2.7	1.01	3.23	3.22	1.01	1.24
CFAP94	3.02	2.74	1.02	0.93	4.39	1.75	0.5
CFAP97	2.87	4.44	3.15	5.22	4.47	4.58	3.14
CFAP97D1	1.86	0.08	0.06	0.1	0.01	0.3	0
CFAP97D2	0	0	0	0	0	0	0
CFAP99	4.26	1.81	0.31	0	1.78	0.58	0.08
CFB	6.77	5.14	9.81	5.05	8.96	8.11	9.02
CFC1	3.53	6.55	0.18	0.2	0.39	0.49	0.01
CFC1B	2.65	5.84	0	0.2	0.39	0.49	0.01
CFD	4.57	1.99	1.43	0.3	0.79	3.42	0.59
CFDP1	5.62	6.17	4.9	5.87	6.06	5.61	4.4
CFH	4.07	3.19	9.01	6.48	3.44	6.04	8.28
CFHR1	3.9	2.88	10.44	3.74	2.32	4.7	7.72
CFHR2	2.84	0.24	8.66	0.58	1.89	3.45	6.9
CFHR3	3.39	1.21	8.64	1.46	0.77	3.25	5.6
CFHR4	3.84	1.5	6.3	0.33	1.94	1.83	4.19
CFHR5	2.08	0.23	4.77	0.06	0.4	1.44	3.97
CFI	5.66	3.66	6.97	3.43	2.18	6.03	6.19
CFL1	8.36	9.32	7.7	7.13	7.09	9.44	7.14
CFL2	5.55	4.28	5.33	5.74	5.4	3.44	4.17
CFLAR	5.75	5.39	6.4	5.91	6.16	7.27	5.62
CFP	3.78	1.64	2.5	1.41	0.84	1.83	2.12
CFTR	4.03	2.07	1.98	0.03	1.25	3.35	1.09
CGA	2.86	2.13	0	7.5	0.19	0.25	0
CGAS	3.35	3.13	1.38	2.52	1.91	3.04	0.99
CGB1	7.06	2.52	0.84	0.19	1.29	5.17	0
CGB2	5.28	1.94	0	0	1.19	3.29	0.49
CGB3	1.56	0	0	0	1.05	0.9	0
CGB5	3.24	1.77	0.67	0	0.2	2.36	0.71
CGB7	0.63	0.28	0.07	0.08	0.07	0.56	0.04
CGB8	1.69	0	0	0.08	0.12	3.43	0.08
CGGBP1	4.75	5.58	3.79	4.2	3.77	3.38	3.35
CGN	4.48	4.39	5.59	3.53	4.18	5.35	4.26
CGNL1	3.46	2.2	2.72	3.94	3.52	2.35	2.77
CGREF1	4.15	3.07	1.69	0.81	1.12	2.58	1.48
CGRRF1	4.25	3.79	2.01	2.47	2.9	3.56	2.32
CH25H	3	0.85	0.64	0.37	0.5	1.36	0.91
