Gene	Sample_14_SS_18_2698	Sample_12_SS_18_4268	Sample_26_SB_20_5744	X27_sb_19_5484	sb_19_6002	Sample_35_SB_18_6513	CL0191_T1R_T	Sample_2_WS_18_051587	Sample_41_CN20_33_A1_B1	Sample_39_S18_11654	Sample_28_SB_20_399	Sample_48_ASP19_05374	Sample_49_NC_20_182_A1	X16_sb_19_5365	Sample_45_RA_023_11	Sample_39_SF_20_216_A1	Sample_47_WS_20_4104	Sample_41_RS_20_1704	Sample_25_SB_20_5907	Sample_23_SB_20_788	Sample_34_SB_18_7364	Sample_10_SS_18_5516	Sample_11_SS_18_5261	Sample_1_WS20_3053
GAL	0.0338218	0.295763	0.28414	18.4008	0.686465	1.34327	0.204038	0.0685439	4.50417	1.62962	2.4217	0.909667	0.0391308	15.5269	0.0050683	0.82633	1.36856	14.7888	2.40953	2.49808	0.134677	0	0.391525	11.996
GAL3ST1	0.188077	0.339171	0.127971	19.3514	0.368822	3.84452	0.140776	0.157304	1.70663	0.113845	1.22226	0.0294182	0.0253866	11.7945	0.181316	0.582789	0.747102	0.0101326	0.200312	0.306095	0.416064	1.3041	0.0124961	0.156321
GAL3ST2	0.0428249	0.0724354	0.0234697	8.34096	0.0510601	0.19705	0.116354	0.0361487	0.894612	0.0486648	0.108608	0.00679652	0.0184976	7.2077	0.0287501	0.150456	0.147146	0.509425	0.147142	0.145144	0.131369	0.12193	0.19681	0.00774837
GAL3ST3	0.255232	0.260268	0.108128	51.8392	0.10689	0.329245	0.0347966	0.130254	0.316294	0.561417	0.08703	0.0534719	0.0200201	41.8615	0.0129652	0.134985	0.0274581	0.0107566	0.0382077	0.0121765	0.0459357	0.0477809	0.0212251	0.041092
GAL3ST4	2.01148	2.79827	8.07207	28.4669	0.832127	1.56471	1.56107	2.52942	9.44843	1.71395	2.94064	1.46826	0.879129	29.1145	1.32696	2.10129	1.3258	1.87795	2.51733	1.81901	0.640363	0.684252	0.907836	1.03111
GALC	1.02749	2.9418	1.70317	3.3809	2.74775	2.18544	1.01309	1.33774	2.91176	0.670281	0.917485	1.32899	0.411853	4.04052	1.73612	1.60604	2.29016	0.660414	1.03356	1.80306	0.665149	0.471342	1.08176	0.894901
GALE	33.5251	16.8712	15.7786	58.0304	6.95481	48.634	17.3462	25.9757	64.6098	12.5896	30.4693	12.0863	41.0636	38.4353	5.3974	25.1403	16.6886	42.7753	15.2361	17.8551	20.0925	35.3746	47.9083	20.7413
GALK1	5.67281	15.2886	12.1153	58.3514	2.99983	5.38381	3.46546	21.7103	63.8856	3.44534	4.34853	5.44352	3.70321	50.3378	0.783369	10.9178	4.98696	13.6804	2.01624	9.13986	3.74767	8.24701	45.6177	3.89405
GALK2	0.975026	0.751268	0.866647	1.80826	0.669453	1.19108	0.873789	0.74611	1.02396	0.644381	1.07487	0.710319	0.718804	2.45123	0.851776	0.560027	0.787565	1.12638	0.632699	1.24663	0.925309	0.868346	0.898632	0.368643
GALM	0.596986	1.43764	0.588935	4.39205	0.288686	1.19808	0.885477	0.647762	1.109	0.30477	0.555029	0.724307	0.872736	4.42202	0.350376	0.863789	0.557053	0.406513	0.201236	1.36495	0.313725	1.17348	0.686693	0.172104
GALNS	5.25426	4.81402	7.45593	11.8764	4.11468	5.60585	5.35529	4.67218	6.0645	2.30322	6.17146	2.14698	4.50331	10.4997	3.29016	2.93458	5.22622	3.92998	4.05872	3.888	2.09926	3.03571	7.59872	6.90373
GALNT1	4.06558	11.5629	4.96634	1.70485	2.54831	1.63716	4.4731	6.33359	1.25441	3.53989	2.90519	4.45988	2.2842	2.4205	0.992048	2.59222	3.39004	2.00006	2.07233	3.00269	2.76093	2.02297	2.42947	3.4415
GALNT10	0.480112	0.64667	0.917107	2.51537	0.218131	0.355028	0.674594	0.371612	3.28584	0.185994	0.379152	0.351115	0.657613	2.97681	0.232507	0.481537	1.32361	0.763363	0.151709	0.624573	1.43136	0.313023	0.44364	0.87285
GALNT11	2.48274	4.62609	2.77565	4.58218	1.13728	2.22145	3.65753	3.11881	1.38699	1.61972	2.12878	2.12289	1.57863	6.29671	1.43757	2.81407	3.27183	1.27538	1.46198	2.08125	1.69915	1.42023	1.0874	1.54734
GALNT12	1.78819	7.01328	4.14878	8.39053	2.13829	2.42861	1.85173	5.94152	16.8492	3.32793	2.9189	3.04654	0.496839	8.42283	1.0827	7.78582	8.20242	2.2064	8.0257	2.2598	2.70306	4.71798	8.88858	2.56522
GALNT13	0.0857398	0.0561411	0.109933	0.582762	0.00708169	0.627294	0.282118	0.00904453	0.32415	0.158374	0.224046	0.0234208	0.000435217	1.11627	0.463878	0.047417	0.534424	0.00160347	0.367362	0.00374661	0.103379	0.320912	0.12178	0.036607
GALNT14	0.0958991	0.133255	0.0698393	2.88919	0.0136816	0.666044	0.0657804	0.141763	0.664997	0.274364	0.137228	0.411184	0.0490822	3.38422	0.402803	1.02831	0.584527	1.58668	1.14697	0.037461	0.0479419	0.0119965	0.166062	0.0329452
GALNT15	0.107979	0.0763031	0.405294	8.59348	0.163624	0.292531	0.130135	0.131363	2.03923	0.13257	0.1915	0.0856341	0.0176667	6.66043	0.090875	0.183403	0.151612	0.0797341	0.0237997	0.204866	0.0463266	0.0276074	0.381959	0.140976
GALNT16	1.64828	0.39209	0.332452	5.75061	1.14952	0.207618	0.356383	0.575458	1.34322	3.15801	0.293236	0.123165	0.0592183	5.50296	0.0625111	1.10218	0.854632	0.135861	0.0831004	1.22252	0.776188	0.603316	0.27389	1.13973
GALNT18	0.170911	0.355437	0.215834	1.78102	0.265856	0.139631	0.197722	0.2113	0.296054	0.105837	0.13676	0.191348	0.0929443	2.40994	0.112055	0.404661	0.222164	0.541725	0.162737	0.0810686	0.31051	0.116077	0.250717	0.154454
GALNT2	1.98112	2.93921	1.84268	3.01709	0.904066	1.79761	1.90284	1.68549	1.3965	1.19292	1.63707	1.47589	1.191	4.26531	0.922054	1.95776	2.30868	3.17124	2.03657	1.47738	2.22135	1.76478	2.40439	3.21545
GALNT3	2.1911	5.25648	4.659	5.67768	1.84009	2.13279	3.34826	5.74012	4.32994	0.461781	4.7216	3.57824	2.90306	6.9456	2.75691	4.46286	11.2057	7.98403	3.08406	6.74276	2.90287	4.74619	5.41762	1.24402
GALNT4	2.39221	8.02328	2.57061	56.5437	2.50119	2.28121	4.20871	4.83859	8.28853	1.42488	2.40897	5.94515	2.14782	57.2733	0.81591	3.42651	3.76106	1.66494	0.981036	3.59435	2.05019	1.92462	2.89878	1.23009
GALNT5	0.0417047	1.18378	1.33312	6.1366	0.243076	0.0909929	0.12663	1.24527	3.7791	0.127325	0.0852654	0.0197247	0.0450557	7.84212	0.025495	0.292058	0.687897	0.0403811	0.0436215	0.0107641	0.0195516	0.0564352	3.32171	0.135672
GALNT6	0.353516	1.71113	0.575095	12.3142	0.0769133	0.632956	0.455291	1.19498	3.2628	0.270701	0.571107	1.07905	0.64937	10.793	0.0729609	0.66493	0.438757	0.918447	0.594132	1.06314	0.712737	0.322273	2.18426	1.93059
GALNT7	1.08496	1.73576	2.0042	2.40187	1.11016	1.7762	3.22449	1.40804	1.0317	1.15361	0.841253	2.08779	0.870412	3.1994	0.881731	3.45784	1.32526	0.733236	1.25831	3.50234	0.79087	3.98672	1.5079	1.19723
GALNT8	0.678508	0.372976	0.337932	6.13459	0.0164981	0.631275	0.915666	0.265131	1.82947	0.592454	1.86587	0.328466	0.0299708	6.53107	0.221373	0.600878	0.740053	0.0544845	0.196938	0.109501	0.159406	0.0124685	0.187296	0.0185435
GALNT9	0.365337	0.0272007	0.0065312	4.71142	0.00719429	0.0324258	0.00441379	0.0137987	1.07404	0.0111603	0.0108387	0.0240085	0.0142845	4.41047	0.283196	0.328585	0.307046	0.0484178	0.010874	0.00728139	0.0470301	1.88577	0.0235097	0.00877586
GALNTL5	0.010333	0.0153754	0.0806247	3.47176	0.0631051	0.100035	0.0131928	0.00987693	1.52641	0.0133432	0.0368962	0.0601444	0.00768531	5.0318	0.00530889	0.217508	0.0687091	0.00489394	0.00562402	0.00575301	0.00957885	0.00996362	0.0168993	0.0113509
GALNTL6	0.00164082	0.0120069	0.00292491	0.415565	0.000568707	0.0482312	0.00187571	0.00838635	0.161287	0.00606086	0.00218672	0.0141267	0.00147161	0.927022	0.0188167	0.0409573	0.010221	0.00244164	0.000779781	0.00148717	0.00279131	0.00192002	0.00638119	0.00369369
GALP	0.12341	0.0134549	0	11.8371	0.0301726	0	0.128918	0.0123738	3.74987	0	0.0011725	0.0616336	0	10.2201	0	0.814064	0.311292	0.00318818	0.00166536	0.00347021	0.436814	0.0236031	0	0
GALR1	0.419665	0.0330655	0.14545	5.44117	0.0188364	0.0813676	0.484423	0.0874007	4.93282	0.0265794	0.0309521	0.0513028	0.01323	5.60548	0.387267	2.22958	0.603148	0.00966737	0.0320811	0.00940841	1.00579	0.38627	0.024546	0.432928
GALR2	0.648664	0.180456	0.158025	67.1746	0.200849	0.189836	0.152562	1.87141	2.25843	0.0661293	0.0915778	0.0156295	1.74455	52.8178	0.0613922	0.374826	1.01125	0.124506	0.390219	0.115808	0.0604201	2.24155	0.746802	0.0463278
GALR3	0.739651	0.227676	0.279368	53.7518	0.0522169	0.200499	0.11899	0.228418	2.74261	0.343847	0.378772	0.23703	0.299514	36.3728	0.0886712	0.224386	0.525813	1.02993	0.906897	0.221005	1.28283	0.558251	0.834682	0.441626
GALT	36.2785	26.6585	29.3365	37.0573	18.8184	16.7683	35.8319	27.9142	83.5145	14.7176	26.2395	23.7223	18.8464	32.9639	9.38199	29.6173	12.7715	9.0337	20.1759	39.906	40.9757	13.3558	17.0495	14.0517
GAMT	21.7102	1.84629	8.88829	54.2445	11.7103	7.09017	13.4919	7.46859	13.9589	4.64399	3.8852	1.10079	2.07234	47.5801	6.72601	7.56329	5.44566	2.75201	3.81288	13.6025	2.22021	9.8534	2.40653	8.63006
GAN	3.82787	4.2601	2.81507	5.71537	2.498	2.70425	2.59662	4.18501	7.63982	2.05058	3.19472	2.8568	1.69821	6.21514	2.31064	2.53502	4.0458	3.85107	2.90997	1.60786	1.38557	1.55684	2.08357	1.91523
GANAB	59.5991	70.7031	77.042	35.4253	41.7551	55.8043	117.441	79.4934	17.7295	49.2926	63.8784	41.7438	97.0201	31.5227	41.1808	31.1393	35.3775	62.7908	44.6654	72.9568	75.8089	89.5535	57.2628	87.5726
GANC	4.36453	5.17987	3.885	9.11636	3.87328	3.29439	4.17773	3.30069	3.94726	2.6324	4.07754	9.11407	2.95578	9.71172	0.994104	3.62645	3.04987	2.44382	1.89137	4.27655	4.4552	1.85525	6.07949	1.55746
GAP43	0.550637	0.231924	0.165797	1.88133	0.00524756	0.20152	0.0448422	0.031973	4.51112	0.348327	0.20858	0.0650444	0.413534	1.98589	0.070079	1.15363	0.852478	0.00887171	0.0150611	0.00400056	0.0529956	0.125496	0.0410291	0.0108072
GAPDH	727.534	645.334	967.407	80.5838	390.936	811.443	1545.51	541.248	68.809	643.964	2165.65	724.949	545.961	64.6293	629.132	625.326	1365.44	1017.49	1944.24	759.306	948.303	1172.55	481.701	711.37
GAPDHS	4.69284	5.25822	1.22123	35.6543	2.24698	17.1806	7.55373	2.70743	8.36837	3.27931	2.38963	1.66075	1.84022	30.6467	0.973076	2.63886	2.82944	3.14566	3.9987	1.95881	2.70564	2.11074	3.68447	3.73033
GAPT	0	0.500266	1.1363	7.06048	0.130111	0.311285	1.39352	0.52505	4.8511	0.4391	0.177974	19.1968	1.6952	7.84446	0.0596555	2.24284	0.568531	0.060492	0.0229806	4.30256	0.0391406	0.0203564	0.373011	0.262601
GAPVD1	6.63383	13.7331	5.83107	7.57578	3.43786	4.51636	4.56251	8.47211	6.31504	5.18434	4.35662	6.59658	3.46251	8.42988	4.5786	8.12784	8.47575	4.6033	6.93208	5.83642	7.2973	5.53404	6.30512	2.34918
GAR1	3.06762	12.8913	5.05429	13.9237	4.30895	14.2315	6.36287	7.38097	13.7383	5.29887	3.90219	16.3669	8.12521	16.8173	3.89482	12.0715	5.6854	23.1906	19.7569	6.38305	4.24484	5.74994	4.96786	10.5734
GARNL3	0.832136	2.47702	1.18261	4.86527	0.662508	0.83779	1.88366	1.70992	3.79338	1.08064	0.744289	0.423339	0.269337	5.53414	0.644253	2.11547	1.89265	1.03661	1.1007	1.55571	0.767462	0.316903	0.518902	0.287717
GARS	37.004	68.681	40.0069	10.4433	25.3753	40.2348	37.1748	48.4759	16.1108	40.4794	34.3499	36.3429	31.9171	14.8788	25.2408	51.0766	69.4299	55.2362	33.0998	27.4102	27.0585	32.1186	21.8981	29.2594
GART	22.3214	18.9063	17.4171	14.3905	19.0744	13.0235	25.1443	27.4552	8.40319	22.1506	14.501	19.5202	19.3175	14.7736	13.1364	23.4844	28.7067	27.3131	20.985	22.1236	19.8766	22.0909	13.2498	20.0183
GAS1	1.06196	2.34744	14.1505	50.6414	3.03267	1.77611	0.771154	1.74225	0.462173	19.8415	1.5376	1.97505	0.294365	44.8511	1.29962	3.53804	1.57981	3.32274	1.54024	10.268	0.626471	1.20145	17.497	0.322738
GAS2	1.75106	0.427714	0.0650635	1.15665	7.54075	0.4294	1.41131	0.194785	0.747697	3.93333	0.174745	0.140253	0.099134	1.71934	0.230945	0.3926	0.675932	0.188286	0.223665	0.122188	0.136137	0.196896	0.208155	1.01656
GAS2L1	1.64579	3.06324	5.64165	54.1518	0.705781	1.85383	1.18934	3.49859	5.71253	2.19685	3.16211	0.909211	0.871874	32.7845	1.08168	0.806097	1.26379	20.9415	0.953258	6.18827	2.9528	4.85301	6.66523	1.90156
GAS2L2	0.364372	0.31199	0.0809553	70.2562	0	0.102278	0.0601206	0.634755	10.0221	0.177351	0.150368	0.287427	0.702612	59.0776	0.00672028	1.64715	0.65469	0.23603	0.0465983	0.0404582	0.165347	0.0515965	22.6107	0.0456413
GAS2L3	7.23165	13.4469	4.12208	5.73448	3.41041	3.09583	3.6416	9.94642	4.42967	2.07502	3.0954	7.49155	1.63135	7.74674	0.947485	9.47964	10.3391	1.95012	1.64901	1.26893	3.93366	2.21768	1.82754	2.65984
GAS6	7.36594	2.85977	21.1703	10.9993	9.82222	2.87523	5.5884	8.32347	3.90672	3.28908	5.93854	2.36993	3.83562	7.37531	2.33156	2.49763	6.05258	14.2015	1.96712	7.50391	8.52829	18.6717	8.00341	13.0042
GAS7	0.0814548	0.266281	0.695123	2.28574	0.243691	0.14839	0.196995	0.159062	0.903261	0.116124	0.24098	0.943294	0.21022	2.44314	0.0686154	0.454207	0.147797	0.132434	0.57898	0.521288	0.0353662	0.183534	0.526276	0.115986
GAS8	14.4641	6.70533	6.81181	15.1011	3.59579	9.55862	7.38348	6.7763	14.6297	9.93084	8.03706	3.82838	5.81753	13.3293	4.47199	11.2371	12.4843	14.9948	8.44254	3.23902	6.43692	11.6887	28.6524	4.92804
GAST	0.00429095	0.0120075	0.00476677	22.6435	0	0.00223685	0	0	2.5995	0	0.0219737	0.0628611	0.049645	15.1597	0	0.453747	0.141626	0	0.0267518	0.00929073	0.0151879	0.00789901	0.0315799	0.0174683
GATA1	1.0017	0.772682	0.624679	15.4765	0.0569149	0.753328	0.832213	1.71477	38.6933	1.12045	0.659086	1.11647	0.813823	13.9409	0.227125	4.6539	2.12874	0.386894	3.11417	0.94261	1.2199	0.241165	1.69348	0.735715
GATA2	3.57295	5.12953	2.96677	22.1556	1.10448	1.86078	0.67644	1.51962	50.4063	3.51322	3.79108	0.411008	1.35164	13.0116	0.899176	3.98146	3.2301	0.966416	0.536105	72.8845	2.77147	5.33463	2.78932	3.80751
GATA3	0.204187	0.644999	1.92081	16.6471	0.0511167	1.98389	1.35314	0.6574	25.4718	0.611494	1.58063	3.12983	5.52647	13.6176	0.670987	6.44603	1.59476	1.02263	0.299441	5.71442	0.0794485	0.451853	0.817984	0.367473
GATA4	0.466579	0.027574	0.0161059	3.88843	0.0115202	3.76517	0.00908715	0.0183163	2.28036	0.623659	0.0429765	0.134298	0.0189524	3.96789	0.0860011	0.470021	0.174726	0.0668567	0.0698459	0.0141873	0.0146619	0.129633	0.0549676	0.0352596
GATA5	0.0990269	0.112247	0.00974754	16.5935	0.0324475	0.474401	0.00672183	0.0522593	1.28965	0.179674	0.0155893	0.140021	0.0246546	12.9354	0.0661202	0.230336	0.186178	0.0685712	0.0351673	0.00868505	0.106484	0.0853782	0.235247	0.176903
GATA6	1.46504	0.935868	1.9173	10.3512	0.6884	2.00882	0.679179	0.824593	3.87988	4.44339	2.0215	1.95974	0.254798	8.71795	1.3705	1.44598	1.43444	1.10132	0.379591	3.41215	2.06418	2.72998	1.19068	1.00749
GATAD1	12.3246	14.5287	11.0638	15.5727	8.71727	16.7597	12.9779	8.84607	7.68972	5.95155	9.37399	8.04744	3.74399	20.7152	9.84018	10.2552	10.7268	3.88935	4.19598	8.74638	9.1496	5.36286	6.55548	4.99886
GATAD2A	3.18552	4.95264	2.71516	5.02622	1.41675	2.69495	3.82372	3.69219	2.33891	2.06489	2.44015	3.07972	2.28686	4.77993	0.981671	2.72851	2.78266	5.58276	3.89084	3.03072	2.31169	2.57944	3.15224	2.15015
GATAD2B	6.05993	6.46326	3.44153	4.43789	4.39115	2.0648	4.54939	7.69471	3.02123	3.59012	3.65771	2.87238	3.64028	6.21919	3.79559	3.0733	7.85142	5.90101	4.01294	2.52352	6.99235	3.2026	2.76572	3.3859
GATB	0.390733	0.615822	0.444807	3.90619	0.381288	0.963054	0.8948	0.451029	1.0194	0.277711	0.266006	0.580288	0.539002	4.58938	0.601574	1.37476	0.818362	0.948889	0.322182	0.657809	0.24701	0.499554	0.453639	0.218463
GATC	12.289	11.7189	7.16296	12.4095	5.02452	8.42556	10.0718	10.9422	3.81131	8.9469	9.76985	9.35558	7.86973	10.7057	5.99535	7.97032	8.45023	8.44793	4.60052	7.45359	8.37909	8.86697	6.60626	10.5184
GATM	12.7802	1.24492	0.790853	6.71365	0.906403	0.981594	1.18739	1.40395	2.78648	2.22869	0.458622	2.68654	0.219086	7.74962	2.06722	3.35599	0.549179	4.6406	0.534294	2.0658	0.221627	2.64899	0.497596	1.4084
GATS	15.4619	14.4381	5.85694	15.0427	13.8804	5.86108	6.05376	19.6636	7.65072	8.96986	10.7128	7.27414	7.49476	17.1107	7.80412	15.3669	8.91042	17.2454	20.5975	4.48211	7.77129	5.74224	9.7696	17.2927
GBA	42.8989	62.1787	81.3148	53.0838	88.7645	45.7638	60.5011	99.1502	104.753	38.9939	68.0943	24.7984	51.2957	62.8292	80.0416	51.4265	91.4725	51.5272	57.8247	70.8975	31.9821	21.3099	25.8123	113.19
GBA2	59.3514	65.9343	53.7289	77.0097	22.4708	43.8356	78.2461	63.3855	68.7338	38.6117	31.825	37.6276	47.4574	68.2499	18.3342	48.2908	31.8172	24.8305	47.6327	36.4109	73.4574	41.9408	35.9933	33.1839
GBA3	0.373061	0.0409933	0.0585577	2.04967	0.204513	0.801644	0.0493178	0.057566	0.45452	0.028216	0.101599	0.170562	0.067414	2.95561	0.0491337	0.159966	0.0734979	0.0434652	0.746163	0.0585364	0.0380146	0.0704476	0.0480011	0.165842
GBE1	1.34926	1.16027	1.27313	1.41876	0.274822	1.44687	1.12664	1.16969	1.26208	0.242553	0.542047	0.993787	0.913021	1.47947	1.18065	1.22779	1.72928	0.975768	0.761967	0.540095	0.522851	1.07228	0.734483	0.613579
GBF1	6.97567	7.187	6.90262	9.87896	3.89684	4.26553	7.6018	5.70815	3.34207	3.41461	5.60803	4.57519	5.01112	10.1519	3.39755	9.18853	4.88346	6.09577	4.74628	7.90439	4.56077	7.05833	8.61884	2.6657
GBGT1	1.73594	3.40159	3.71156	26.0665	0.608909	2.37387	1.98223	1.57183	11.9097	1.99381	1.71719	2.3809	1.13827	24.0905	1.06866	1.26065	1.69653	0.531691	0.548076	3.4391	0.624001	0.468479	1.29573	0.356915
GBP1	28.5353	77.1426	69.1049	48.1194	6.70061	10.181	32.0747	27.2594	29.5034	12.0341	69.436	82.3518	91.5047	49.7191	69.5086	21.7364	49.3892	30.962	22.009	84.2663	6.86188	26.4225	107.805	18.524
GBP2	4.59968	12.0823	14.0893	12.0125	1.27757	4.86489	6.78163	5.38054	10.888	3.05503	10.6051	15.8033	14.2599	13.4288	11.8252	9.35663	11.8846	3.75633	2.79897	22.6317	1.28482	5.04637	14.9715	2.38007
GBP3	10.2764	19.2404	22.0367	34.2646	5.71125	2.00349	3.05344	25.0781	28.7363	5.49048	11.0012	22.6363	26.2849	37.2514	24.6485	12.3621	52.8446	9.20238	2.7521	8.90308	3.90132	16.6968	42.9185	5.3212
GBP4	4.38447	12.5578	13.7017	18.191	1.291	3.01156	12.4228	5.51838	9.23814	2.77072	13.8032	16.7718	15.0523	19.0296	17.9008	2.97349	2.77457	6.463	4.45715	21.5152	1.47192	4.84076	19.0372	2.68671
GBP5	6.05925	12.3734	11.7999	20.475	0.637381	1.48549	14.4397	4.5482	11.3281	3.49981	22.8951	12.0805	24.2588	22.5074	13.6445	4.5447	5.37676	3.76929	3.00437	28.5724	0.311577	1.69318	14.8854	2.89442
GBP6	0.311273	1.02989	0.174445	11.6076	0.0131389	0.119334	0.110405	1.07658	8.48896	0.020278	0.192997	0.110551	0.110624	12.0122	0.0635881	0.856585	0.418181	0.143691	0.18565	0.089459	0.039525	0.0590994	5.37873	0.0179943
GBP7	1.25683	0.424808	0.260807	6.31553	0.0672936	0.0469298	0.164705	0.324352	5.15885	0.0704354	1.05453	0.73668	0.568575	7.10224	0.174373	3.58606	2.93193	0.0340605	0.0359502	0.42669	0.0787249	0.904658	0.896402	0.115456
GBX1	0.372419	0.156685	0.0444928	5.48334	0.0590821	0.138983	0.0480836	0.0923033	2.40076	0.150527	0.105831	0.577437	0.0629372	6.50283	0.0394151	0.521764	0.220828	4.05432	5.91268	0.0398649	0.0952142	0.0319125	0.0689252	0.0194684
GBX2	0.788297	1.31238	0.227241	61.3764	0.046963	0.176858	0.240789	0.554675	11.2563	0.280258	0.251846	0.027409	0.600328	40.7984	0.19738	0.977332	0.988039	0.0694727	0.554709	0.00864209	1.53638	1.21234	0.036719	0.0406218
GC	26.1138	0.0860849	0.00278595	3.93769	0.305109	6.24943	0.0181551	0.108039	0.81858	0.107355	0.00403625	0.0254879	0.00435227	4.80532	1.79998	11.1907	0.0359747	0.0329253	0.00260586	0.00282359	0.0426078	4.02567	1.00129	0.0571724
GCA	2.0925	0.847359	1.52148	4.96952	0.97157	4.74655	2.98402	2.20404	0.647016	0.465021	1.55074	1.59595	3.58583	5.65518	1.78049	3.85424	2.69357	1.05211	1.42898	1.23906	1.20119	1.39239	1.08048	0.733601
GCAT	3.49252	1.74448	2.38858	28.732	1.14688	1.90502	3.72578	1.32801	8.19949	3.02807	1.61122	2.26824	1.39894	17.3816	0.800588	1.92068	1.31659	5.63238	5.5355	3.35049	2.16676	1.44975	1.86583	2.25179
GCC1	16.3101	22.0146	17.6121	45.5902	9.77796	31.8321	24.9305	24.2683	12.8517	12.5866	16.5272	11.7439	24.4615	51.1804	15.1429	7.88518	10.1966	21.6571	21.35	18.8255	18.5193	30.8441	21.9486	17.1489
GCC2	14.2328	25.7601	12.5086	7.68483	10.9501	22.4146	18.7475	25.4804	9.44014	9.97977	12.7004	22.3975	9.42123	9.37436	14.0356	34.3681	38.799	7.53026	13.0849	16.7878	14.6358	9.94042	18.2356	11.1908
GCDH	25.0954	22.2237	7.03886	24.8204	10.925	7.47281	30.4999	24.0428	37.8676	9.31009	9.31564	4.05191	9.12414	21.1326	3.53037	14.8134	12.0576	17.6806	8.47617	7.85588	30.7641	12.3594	15.6915	5.92372
GCFC2	8.25891	11.1721	3.79763	6.95195	4.98445	7.25623	6.57538	9.7451	2.81014	3.70953	3.18947	6.67243	2.70056	8.46436	4.09475	10.9822	9.61044	8.9489	4.64724	4.66239	5.41064	3.05308	2.29023	3.30016
GCG	0.00820196	0.0459035	0.322546	12.4297	0.019301	0.0102615	0.00439824	0.0151975	2.57009	0.00317742	0.249611	0.0675879	0.0986901	13.2307	0.00983272	0.847412	0.141603	0.0407888	0.172154	0.465281	0.0348373	0.0120789	0.0603637	0.0200339
GCGR	4.50954	0.0501814	0.15644	32.2217	0.167557	1.52513	0.0127274	0.158809	3.71859	0.266645	0.0868162	0.0289751	0.0622427	27.4694	2.33128	1.69377	0.723113	0.127475	0.15126	0.0561859	0.0560057	0.477694	0.525972	0.0901802
GCH1	2.52153	0.950925	1.15591	4.66382	1.79729	1.98602	7.25343	1.52969	1.07502	0.439039	1.33838	1.43978	3.68087	4.84592	3.93294	2.00871	3.0036	0.452922	0.183715	0.794791	2.43774	0.782459	1.47176	0.587949
GCHFR	1.58014	0.948366	0.724735	26.4392	0.717766	2.15757	0.863243	0.77841	0.575228	0.369256	1.23036	0.550788	2.41633	26.8032	0.436759	0.536095	0.451735	2.07725	0.198084	0.774152	1.67939	7.25253	3.80369	0.764565
GCK	3.88759	0.122309	0.318398	9.96033	0.0116053	2.10824	1.07883	0.110192	4.02089	0.156212	1.80136	0.0703878	1.02167	11.7548	0.81449	1.05934	0.634887	1.36159	0.018086	0.0200997	3.47471	0.0859781	0.0444795	0.0649534
GCKR	12.2385	0.24668	0.284724	21.5961	0.10692	1.70443	0.0671585	0.295018	29.3993	0.813511	0.207531	0.361075	0.0181965	22.2542	0.916898	10.8457	0.909541	0.184239	0.0593165	1.07684	0.0948427	3.50752	0.0242933	0.120939
GCLC	6.11725	6.81145	8.25469	3.6071	2.92229	4.68446	4.16823	5.36742	3.63283	1.89273	3.55158	10.566	6.15427	5.20448	4.84038	3.88121	3.27948	1.99174	3.86958	4.33359	3.39295	3.52082	7.28015	11.6076
GCLM	0.986451	1.55521	1.77626	4.93262	0.520405	1.58504	3.16176	1.68345	1.88897	0.964115	1.11031	2.2639	1.90962	5.64052	1.3619	1.74245	1.65985	1.02602	0.994855	1.38984	0.636698	1.31031	2.46901	1.22399
GCM1	0.115845	0.150747	0.181915	11.6513	0.0437521	0.0738092	0.113122	0.101584	7.62974	0.0664861	0.211347	0.293325	0.217591	14.55	0.0180027	0.842331	0.684463	0.0270271	0.020062	0.0377788	0.222736	0.0263276	0.107011	0.0650148
GCM2	3.56518	0.866507	0.880558	44.0015	1.86531	0.487998	3.99575	0.67566	22.0189	1.29222	2.02697	0.536935	2.04166	51.2098	0.146194	6.05754	2.82295	0.299659	1.15533	0.338593	4.16403	0.313623	2.40212	1.70592
GCNT1	0.753714	1.67658	1.16241	2.95973	0.0773165	3.70213	1.54402	1.44807	1.64408	0.472465	0.600899	1.69673	1.40813	2.85602	0.25324	0.357368	1.19346	0.308847	1.40863	1.56111	0.254707	1.06206	1.70907	0.210565
GCNT2	1.057	1.61903	0.383762	4.01866	0.419881	0.494724	0.714396	2.60035	2.87233	0.436378	0.962514	2.21316	0.743301	6.02707	0.791786	1.47481	2.19443	0.763842	0.834837	0.691791	2.99472	0.125088	0.823563	0.798623
GCNT3	0.380522	0.517302	0.353031	3.82428	0.670779	0.762192	0.64136	1.20067	1.67227	0.305109	0.666187	1.34409	0.627281	4.91154	0.502458	0.363881	0.365354	0.200206	0.135737	0.285381	0.325737	0.451128	0.27946	0.818978
GCNT4	0.518017	0.848214	1.01956	32.062	0.278252	1.19169	1.4795	0.686841	5.93999	0.807077	0.325414	3.81501	1.30941	36.3067	0.162003	1.35432	0.521789	0.0672032	0.0292533	3.08807	0.0996486	0.393875	1.23628	0.236861
GCNT7	8.27856	9.8513	3.64009	13.9526	4.16639	9.57775	8.58838	7.02003	4.71691	5.24577	3.705	6.42614	7.47394	10.6238	5.31857	5.40676	5.93627	9.87477	6.40662	3.94616	8.69374	6.44743	7.58571	6.53169
